City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Aden,12.7794,45.0367,75.56,72,41,7.85,YE,2023-01-18 03:09:05
295,Harper,4.375,-7.7169,78.1,83,57,5.17,LR,2023-01-18 03:09:06
296,Port-Gentil,-0.7193,8.7815,80.65,77,100,6.6,GA,2023-01-18 03:09:07
297,Half Moon Bay,37.4636,-122.4286,52.3,83,20,9.22,US,2023-01-18 03:09:07
298,Keita,14.7551,5.7749,60.58,24,30,8.05,NE,2023-01-18 03:09:08
299,Aberystwyth,52.4155,-4.0829,39.76,74,84,19.93,GB,2023-01-18 03:09:09
300,Roald,62.5833,6.1333,38.75,86,40,5.75,NO,2023-01-18 03:09:05
301,Merauke,-8.4667,140.3333,85.55,69,100,13.53,ID,2023-01-18 03:09:10
302,Gobabis,-22.45,18.9667,69.22,61,94,4.47,NA,2023-01-18 03:09:10
303,Celestun,20.8667,-90.4,72.7,74,33,10.85,MX,2023-01-18 03:09:11
304,Kaitangata,-46.2817,169.8464,63.99,64,3,8.19,NZ,2023-01-18 03:09:12
305,Thinadhoo,0.5333,72.9333,80.8,65,75,4.68,MV,2023-01-18 03:04:58
306,Visnes,59.3556,5.2242,36.82,80,100,5.75,NO,2023-01-18 03:09:13
307,Waipawa,-41.4122,175.5153,66.69,61,15,11.18,NZ,2023-01-18 03:09:13
308,Turgoyak,55.15,60.1183,9.21,81,60,3.85,RU,2023-01-18 03:09:14
309,Escanaba,45.7453,-87.0646,34.11,89,100,11.5,US,2023-01-18 03:09:15
310,Noyabrsk,63.1994,75.4507,6.3,96,100,8.19,RU,2023-01-18 03:09:15
311,Sikonge,-5.6333,32.7667,61.18,97,75,3.27,TZ,2023-01-18 03:09:16
312,Taltal,-25.4,-70.4833,68.76,76,0,2.82,CL,2023-01-18 03:09:16
313,Belyy Yar,53.6039,91.3903,10.29,76,75,11.18,RU,2023-01-18 03:09:17
314,Contai,21.7786,87.7536,68.74,55,26,8.68,IN,2023-01-18 03:09:17
315,Camopi,3.1655,-52.3158,70.02,99,100,1.83,GF,2023-01-18 03:09:18
316,Provideniya,64.3833,-173.3,-5.69,65,0,13.42,RU,2023-01-18 03:09:19
317,Jalu,29.0331,21.5482,54.14,53,0,10.2,LY,2023-01-18 03:09:19
318,Mitsamiouli,-11.3847,43.2844,80.65,75,100,6.29,KM,2023-01-18 03:07:30
319,Tessalit,20.1986,1.0114,61.66,16,39,7.4,ML,2023-01-18 03:09:20
320,Severo-Yeniseyskiy,60.3725,93.0408,-43.96,99,45,3.13,RU,2023-01-18 03:09:21
321,Arica,-18.475,-70.3042,72.95,73,0,4.61,CL,2023-01-18 03:05:13
322,Richards Bay,-28.783,32.0377,74.62,82,98,10.94,ZA,2023-01-18 03:09:07
323,Lompoc,34.6391,-120.4579,50.77,88,0,6.91,US,2023-01-18 03:05:52
324,Chagoda,59.164,35.3285,31.12,95,100,11.79,RU,2023-01-18 03:09:22
325,Mazagao,-0.115,-51.2894,77.05,96,100,3.74,BR,2023-01-18 03:09:23
326,Kelheim,48.9167,11.8667,31.84,94,100,4.14,DE,2023-01-18 03:09:23
327,Leshukonskoye,64.8989,45.7622,10.87,96,83,6.24,RU,2023-01-18 03:10:24
328,Nayoro,44.3506,142.4578,23.7,92,100,8.32,JP,2023-01-18 03:10:24
329,Gazanjyk,39.2446,55.5154,26.28,70,0,9.91,TM,2023-01-18 03:10:24
330,Puerto Colombia,10.9878,-74.9547,78.89,83,3,24.09,CO,2023-01-18 03:10:25
331,Nouakchott,18.0858,-15.9785,69.73,29,100,13.35,MR,2023-01-18 03:10:25
332,Kabanjahe,3.1001,98.4908,69.44,58,100,3.29,ID,2023-01-18 03:10:26
333,Lavrentiya,65.5833,-171.0,-21.87,92,12,9.82,RU,2023-01-18 03:10:26
334,Vardo,70.3705,31.1107,24.78,86,9,25.32,NO,2023-01-18 03:10:27
335,Noumea,-22.2763,166.4572,84.99,99,100,14.79,NC,2023-01-18 03:10:27
336,Fergus Falls,46.283,-96.0776,17.17,89,100,9.22,US,2023-01-18 03:10:27
337,Ciudad Bolivar,8.1222,-63.5497,77.97,62,90,11.74,VE,2023-01-18 03:10:28
338,Grindavik,63.8424,-22.4338,19.87,73,40,2.3,IS,2023-01-18 03:10:28
339,Sorland,67.667,12.6934,37.26,65,100,20.83,NO,2023-01-18 03:10:29
340,Gilsdorf,49.8669,6.1825,30.69,89,100,6.4,LU,2023-01-18 03:10:29
341,Tromso,69.6496,18.957,26.62,86,87,1.14,NO,2023-01-18 03:10:30
342,Awbari,26.5921,12.7805,51.57,26,0,7.11,LY,2023-01-18 03:10:30
343,Watsa,3.0372,29.5355,63.68,56,94,1.99,CD,2023-01-18 03:10:30
344,Aksarka,66.5606,67.7975,5.0,96,98,5.3,RU,2023-01-18 03:10:31
345,Libreville,0.3925,9.4537,78.8,81,100,5.01,GA,2023-01-18 03:10:32
346,Golfito,8.639,-83.166,72.88,94,86,1.79,CR,2023-01-18 03:10:32
347,Romitan,39.9343,64.3814,10.35,79,12,2.3,UZ,2023-01-18 03:10:33
348,San Vicente,-26.6167,-54.1333,69.42,79,2,2.62,AR,2023-01-18 03:10:33
349,Nampula,-15.1165,39.2666,68.09,98,89,1.48,MZ,2023-01-18 03:10:33
350,Hudiksvall,61.729,17.1036,34.0,99,100,12.77,SE,2023-01-18 03:10:36
351,Ambon,-3.6954,128.1814,86.14,70,20,3.44,ID,2023-01-18 03:10:36
352,Ahipara,-35.1667,173.1667,70.3,67,12,11.32,NZ,2023-01-18 03:10:37
353,Tambun,-6.2641,107.0712,88.92,70,20,5.75,ID,2023-01-18 03:10:37
354,Lincoln,40.8,-96.667,34.99,82,0,11.01,US,2023-01-18 03:07:26
355,Port Hedland,-20.3167,118.5667,82.45,83,80,9.22,AU,2023-01-18 03:10:38
356,Ikwiriri,-7.9562,38.9716,71.56,97,100,2.19,TZ,2023-01-18 03:10:38
357,Erzin,36.9559,36.2,50.65,82,62,2.71,TR,2023-01-18 03:10:39
358,Placido De Castro,-10.3353,-67.1856,73.81,84,82,2.01,BR,2023-01-18 03:10:39
359,Conceicao Do Almeida,-12.7794,-39.17,69.4,97,100,3.02,BR,2023-01-18 03:10:40
360,Nigel,-26.4314,28.4771,64.38,94,76,7.16,ZA,2023-01-18 03:05:48
361,Sayyan,15.1718,44.3244,51.01,42,43,2.82,YE,2023-01-18 03:10:40
362,Nabire,-3.3667,135.4833,86.07,63,94,5.3,ID,2023-01-18 03:10:41
363,Asau,46.4333,26.4,40.28,79,93,6.38,RO,2023-01-18 03:10:41
364,Bentiu,9.2333,29.8333,68.99,23,100,4.85,SS,2023-01-18 03:10:42
365,Mayskiy,47.6931,40.1025,31.41,93,100,12.73,RU,2023-01-18 03:10:42
366,Omsukchan,62.5333,155.8,-25.58,94,100,6.26,RU,2023-01-18 03:10:42
367,Talaya,61.3833,152.75,-26.73,95,100,4.92,RU,2023-01-18 03:10:43
368,Poros,37.4994,23.4536,62.85,72,76,23.42,GR,2023-01-18 03:10:43
369,Ponta Do Sol,32.6667,-17.1,61.72,77,90,8.3,PT,2023-01-18 03:10:44
370,Lagos,6.5833,3.75,71.85,89,100,2.17,NG,2023-01-18 03:10:00
371,Morehead,37.2711,-87.1764,49.98,88,0,0.0,US,2023-01-18 03:10:44
372,Maceio,-9.6658,-35.7353,76.44,88,20,2.3,BR,2023-01-18 03:10:28
373,Malkangiri,18.35,81.9,70.25,59,0,1.25,IN,2023-01-18 03:11:45
374,Dong Xoai,11.5333,106.9167,80.1,53,55,7.85,VN,2023-01-18 03:11:45
375,Ostrovnoy,68.0531,39.5131,22.1,90,8,23.13,RU,2023-01-18 03:11:46
376,Sompeta,18.9333,84.6,74.17,69,0,0.27,IN,2023-01-18 03:11:47
377,Oeiras Do Para,-2.0031,-49.8544,73.08,97,100,3.27,BR,2023-01-18 03:11:47
378,La Ronge,55.1001,-105.2842,8.51,97,83,5.28,CA,2023-01-18 03:11:47
379,Coahuayana,18.7333,-103.6833,66.4,82,81,2.13,MX,2023-01-18 03:11:48
380,Edmundston,47.3737,-68.3251,28.74,93,100,5.75,CA,2023-01-18 03:11:48
381,Sibolga,1.7427,98.7792,83.3,52,93,1.14,ID,2023-01-18 03:11:49
382,Kovur,14.4833,79.9833,72.12,72,2,3.29,IN,2023-01-18 03:11:49
383,East London,-33.0153,27.9116,75.43,92,92,7.23,ZA,2023-01-18 03:11:50
384,Hit,33.6416,42.8251,50.0,72,0,11.68,IQ,2023-01-18 03:11:51
385,Hasaki,35.7333,140.8333,54.28,66,95,9.86,JP,2023-01-18 03:11:51
386,Dunedin,-45.8742,170.5036,61.81,72,34,3.0,NZ,2023-01-18 03:10:21
387,Sept-Iles,50.2001,-66.3821,32.05,92,100,5.1,CA,2023-01-18 03:11:53
388,Brae,60.3964,-1.353,39.9,65,91,21.83,GB,2023-01-18 03:11:53
389,Tyrma,50.0833,132.1667,-14.89,85,77,1.45,RU,2023-01-18 03:11:54
390,Ariquemes,-9.9133,-63.0408,72.23,91,100,0.47,BR,2023-01-18 03:11:55
391,Mandurah,-32.55,115.7,79.88,41,59,5.53,AU,2023-01-18 03:11:57
392,Gornopravdinsk,60.05,69.9,7.88,92,53,6.64,RU,2023-01-18 03:11:58
393,Atocha,-20.9333,-66.2333,48.07,63,21,11.88,BO,2023-01-18 03:11:59
394,Jobabo,20.9692,-76.2994,68.02,74,0,6.22,CU,2023-01-18 03:11:59
395,Khorramabad,33.4878,48.3558,36.52,78,2,4.5,IR,2023-01-18 03:11:59
396,Caxito,-8.5785,13.6643,73.54,95,100,3.13,AO,2023-01-18 03:12:00
397,Dakar,14.6937,-17.4441,79.68,60,98,17.76,SN,2023-01-18 03:12:01
398,Khem Karan,31.1428,74.5667,41.09,51,74,2.59,IN,2023-01-18 03:12:01
399,Gaomi,36.3833,119.7528,35.96,28,0,7.18,CN,2023-01-18 03:12:02
400,Gat,31.61,34.7642,53.4,69,0,5.21,IL,2023-01-18 03:12:03
401,Murdochville,48.9583,-65.5006,29.75,99,100,2.82,CA,2023-01-18 03:12:03
402,Beloha,-25.1667,45.05,71.91,84,2,6.76,MG,2023-01-18 03:07:25
403,Quatre Cocos,-20.2078,57.7625,80.1,83,100,19.77,MU,2023-01-18 03:12:05
404,Walvis Bay,-22.9575,14.5053,69.1,86,100,4.74,NA,2023-01-18 03:12:06
405,Tuatapere,-46.1333,167.6833,71.98,50,0,5.99,NZ,2023-01-18 03:12:06
406,Mayo,38.8876,-76.5119,48.16,89,40,5.75,US,2023-01-18 03:12:07
407,Xichang,27.8964,102.2634,37.08,45,10,2.73,CN,2023-01-18 03:12:07
408,Sainte-Maxime,43.3,6.6333,44.01,64,87,12.55,FR,2023-01-18 03:12:08
409,Isangel,-19.55,169.2667,80.71,83,100,2.3,VU,2023-01-18 03:12:08
410,Mezen,65.8522,44.24,18.43,95,77,9.13,RU,2023-01-18 03:12:09
411,Silifke,36.3778,33.9344,52.09,77,27,2.01,TR,2023-01-18 03:12:10
412,San Jose,37.3394,-121.895,50.76,74,20,6.91,US,2023-01-18 03:09:00
413,Katherine,-14.4667,132.2667,91.72,58,40,10.36,AU,2023-01-18 03:07:48
414,Bijar,35.8668,47.6051,17.13,97,54,2.8,IR,2023-01-18 03:12:11
415,Lashio,22.9333,97.75,63.34,46,0,1.45,MM,2023-01-18 03:08:08
416,Kahului,20.8947,-156.47,80.62,69,40,5.75,US,2023-01-18 03:08:10
417,Pangai,-19.8,-174.35,82.72,78,54,10.92,TO,2023-01-18 03:13:13
418,Chumikan,54.7183,135.315,-24.95,81,58,12.5,RU,2023-01-18 03:13:14
419,Aklavik,68.2191,-135.0107,-19.55,98,100,0.43,CA,2023-01-18 03:13:15
420,Camoapa,12.3839,-85.5116,64.38,90,9,5.37,NI,2023-01-18 03:13:15
421,Vila,42.0304,-8.1588,31.08,94,96,12.84,PT,2023-01-18 03:13:16
422,Baie-Comeau,49.2168,-68.1489,28.08,93,100,4.61,CA,2023-01-18 03:10:35
423,Vredendal,-31.6683,18.5012,68.86,84,99,2.39,ZA,2023-01-18 03:13:17
424,Sindor,62.8629,51.8905,14.14,95,100,5.59,RU,2023-01-18 03:13:17
425,Tabou,4.423,-7.3528,77.43,86,72,5.26,CI,2023-01-18 03:13:18
426,Bella Union,-30.2752,-57.6007,81.25,31,7,7.85,UY,2023-01-18 03:13:18
427,Dharchula,29.85,80.5333,50.49,15,40,4.09,IN,2023-01-18 03:13:19
428,Yumen,40.2833,97.2,12.7,64,1,27.38,CN,2023-01-18 03:13:19
429,Jacobina,-11.1806,-40.5183,67.86,96,100,4.7,BR,2023-01-18 03:13:20
430,Muros,42.7762,-9.0603,45.09,88,86,23.13,ES,2023-01-18 03:13:21
431,Chara,56.9064,118.2631,-26.77,92,99,1.72,RU,2023-01-18 03:13:22
432,Itarsi,22.6167,77.75,54.18,37,3,7.87,IN,2023-01-18 03:13:22
433,Hambantota,6.1241,81.1185,78.44,75,78,17.69,LK,2023-01-18 03:13:23
434,Ugoofaaru,5.6667,73.0,80.69,77,21,14.07,MV,2023-01-18 03:13:23
435,Mufulira,-12.5498,28.2407,58.91,98,90,2.8,ZM,2023-01-18 03:13:24
436,Basco,20.4487,121.9702,73.78,65,100,22.64,PH,2023-01-18 03:13:24
437,Manchester,53.4809,-2.2374,35.24,90,40,4.61,GB,2023-01-18 03:11:08
438,Coihaique,-45.5752,-72.0662,58.95,58,0,3.44,CL,2023-01-18 03:13:25
439,Port Lincoln,-34.7333,135.8667,63.55,61,100,20.27,AU,2023-01-18 03:13:26
440,Itarema,-2.9248,-39.9167,78.64,77,74,12.39,BR,2023-01-18 03:13:26
441,Aksu,41.1231,80.2644,1.38,86,4,5.57,CN,2023-01-18 03:13:26
442,Anadyr,64.75,177.4833,-17.9,69,0,13.42,RU,2023-01-18 03:13:04
443,Salinas,36.6777,-121.6555,50.83,80,0,6.91,US,2023-01-18 03:12:23
444,Tateyama,34.9833,139.8667,49.1,63,85,8.01,JP,2023-01-18 03:13:28
445,Odweyne,9.4092,45.064,61.27,54,73,2.08,SO,2023-01-18 03:13:28
446,Stornoway,58.2093,-6.3865,37.36,84,40,6.91,GB,2023-01-18 03:13:28
447,Shawnee,39.05,-95.7669,39.18,86,0,5.75,US,2023-01-18 03:13:29
448,Sao Goncalo Do Amarante,-3.6072,-38.9683,80.13,91,15,6.4,BR,2023-01-18 03:13:29
449,Sawtell,-30.3833,153.1,84.18,57,24,14.97,AU,2023-01-18 03:13:30
450,Cuernavaca,18.9167,-99.25,69.4,44,100,1.01,MX,2023-01-18 03:13:30
451,Sawakin,19.1059,37.3321,69.13,68,75,12.84,SD,2023-01-18 03:13:31
452,Cooma,-36.2333,149.1333,81.81,40,94,12.15,AU,2023-01-18 03:13:31
453,Kampong Cham,11.9934,105.4635,79.18,54,76,20.54,KH,2023-01-18 03:13:32
454,Cannington,-32.0167,115.95,79.47,35,0,20.71,AU,2023-01-18 03:11:49
455,Can Tho,10.0333,105.7833,76.98,69,40,9.22,VN,2023-01-18 03:09:08
456,Semey,50.4111,80.2275,16.02,79,75,8.95,KZ,2023-01-18 03:13:33
457,Ilhavo,40.5999,-8.6673,48.9,75,99,27.49,PT,2023-01-18 03:13:33
458,Alizai,33.5383,70.3462,41.83,27,100,1.77,PK,2023-01-18 03:13:34
459,Kenai,60.5544,-151.2583,26.65,74,20,4.61,US,2023-01-18 03:13:34
460,Sovetskiy,61.3614,63.5842,3.96,92,60,5.73,RU,2023-01-18 03:13:34
461,Requena,39.4883,-1.1004,39.52,69,91,21.36,ES,2023-01-18 03:13:36
462,Barcelos,41.5388,-8.6151,48.34,77,99,19.48,PT,2023-01-18 03:12:59
463,Mount Isa,-20.7333,139.5,91.17,38,40,12.66,AU,2023-01-18 03:14:37
464,Rivne,50.6231,26.2274,38.16,86,100,12.19,UA,2023-01-18 03:14:38
465,Eureka,40.8021,-124.1637,47.93,89,93,3.74,US,2023-01-18 03:13:52
466,Rivadavia,-33.1905,-68.4608,71.64,65,29,10.45,AR,2023-01-18 03:14:39
467,Hovd,48.0056,91.6419,8.92,49,35,3.69,MN,2023-01-18 03:14:39
468,Kysyl-Syr,63.8986,122.7617,-57.86,99,69,2.33,RU,2023-01-18 03:14:39
469,Znamenka,52.4167,41.4311,23.43,87,100,15.66,RU,2023-01-18 03:14:40
470,Cabedelo,-6.9811,-34.8339,74.07,81,99,10.67,BR,2023-01-18 03:14:40
471,Arman,59.7,150.1667,-10.98,80,98,12.8,RU,2023-01-18 03:14:41
472,Garowe,8.4054,48.4845,65.25,86,27,7.09,SO,2023-01-18 03:14:41
473,Manokwari,-0.8667,134.0833,80.06,79,100,5.59,ID,2023-01-18 03:14:42
474,Marianske Lazne,49.9646,12.7012,31.14,95,100,3.06,CZ,2023-01-18 03:14:42
475,Mosquera,4.7059,-74.2302,51.89,100,20,2.3,CO,2023-01-18 03:14:42
476,Zatoka,46.0725,30.4654,48.07,89,100,27.58,UA,2023-01-18 03:14:43
477,Manta,-0.95,-80.7333,76.78,78,75,8.05,EC,2023-01-18 03:12:35
478,Encheng,22.1839,112.3026,53.96,62,95,9.15,CN,2023-01-18 03:14:45
479,Genhe,50.7833,121.5167,-6.21,93,100,1.72,CN,2023-01-18 03:14:45
480,Fort Nelson,58.8053,-122.7002,0.95,93,100,1.61,CA,2023-01-18 03:14:46
481,Ponnani,10.767,75.9252,72.72,67,1,8.52,IN,2023-01-18 03:14:46
482,Sambava,-14.2667,50.1667,74.53,86,100,13.04,MG,2023-01-18 03:14:47
483,Sarangani,5.4033,125.4636,81.18,78,85,9.84,PH,2023-01-18 03:14:47
484,Cedartown,34.0537,-85.255,55.27,97,70,2.75,US,2023-01-18 03:11:09
485,Riyadh,24.6877,46.7219,48.34,77,80,12.01,SA,2023-01-18 03:10:42
486,Jatai,-17.8814,-51.7144,68.32,81,97,2.77,BR,2023-01-18 03:14:48
487,Andenes,69.3143,16.1194,33.78,69,20,13.8,NO,2023-01-18 03:14:48
488,Warragul,-38.1667,145.9333,64.96,98,100,5.97,AU,2023-01-18 03:14:49
489,Acari,-15.4311,-74.6158,73.4,76,100,2.13,PE,2023-01-18 03:14:49
490,Dicabisagan,17.0818,122.4157,73.85,88,100,11.72,PH,2023-01-18 03:11:28
491,Iralaya,15.0,-83.2333,75.33,80,64,10.09,HN,2023-01-18 03:14:50
492,Tigre,-34.426,-58.5796,82.26,57,5,5.01,AR,2023-01-18 03:14:50
493,Nyrob,60.733,56.7202,11.53,95,100,7.07,RU,2023-01-18 03:14:50
494,San Luis,-33.295,-66.3356,64.56,78,86,14.09,AR,2023-01-18 03:11:29
495,Henties Bay,-22.116,14.2845,67.57,85,85,3.22,NA,2023-01-18 03:14:51
496,Chulman,56.8479,124.9104,-34.01,96,100,1.57,RU,2023-01-18 03:14:52
497,San Policarpo,12.1791,125.5072,80.49,84,100,6.53,PH,2023-01-18 03:14:52
498,Cap Malheureux,-19.9842,57.6142,80.47,73,100,8.99,MU,2023-01-18 03:14:52
499,Adrar,20.5022,-10.0711,64.06,17,100,7.83,MR,2023-01-18 03:14:53
500,Namtsy,62.7161,129.6658,-55.12,96,97,1.95,RU,2023-01-18 03:14:53
501,Kavaratti,10.5669,72.642,80.01,74,51,10.27,IN,2023-01-18 03:14:54
502,Store Heddinge,55.3097,12.3889,37.08,81,26,21.97,DK,2023-01-18 03:14:54
503,Pochutla,15.7432,-96.4661,76.82,84,98,4.14,MX,2023-01-18 03:14:55
504,Koungou,-12.7336,45.2042,80.31,83,20,6.91,YT,2023-01-18 03:14:55
505,Narimanov,46.6927,47.8498,22.91,64,3,8.37,RU,2023-01-18 03:11:13
506,Lucapa,-8.4192,20.7447,60.17,96,82,0.87,AO,2023-01-18 03:14:56
507,Pacific Grove,36.6177,-121.9166,51.66,83,20,5.99,US,2023-01-18 03:14:56
508,Magadan,59.5667,150.8,-11.47,75,100,11.88,RU,2023-01-18 03:15:59
509,Maceo,6.552,-74.7874,63.03,99,45,3.62,CO,2023-01-18 03:15:24
510,Mehamn,71.0357,27.8492,33.75,75,24,12.66,NO,2023-01-18 03:16:00
511,Sokoni,-6.4333,39.55,80.28,74,100,6.24,TZ,2023-01-18 03:16:06
512,Svetlogorsk,52.6333,29.7333,37.69,96,100,9.82,BY,2023-01-18 03:16:07
513,Jacareacanga,-6.2222,-57.7528,70.72,99,100,2.35,BR,2023-01-18 03:16:07
514,Kamwenge,0.1866,30.4539,60.98,72,55,1.66,UG,2023-01-18 03:16:08
515,Road Town,18.4167,-64.6167,77.09,65,0,17.29,VG,2023-01-18 03:14:31
516,Resen,41.0889,21.0122,48.81,79,100,17.09,MK,2023-01-18 03:16:09
517,Khandyga,62.6667,135.6,-52.33,95,100,0.81,RU,2023-01-18 03:16:10
518,Reyes,-14.3167,-67.3833,71.96,99,100,1.72,BO,2023-01-18 03:16:10
519,Cetraro,39.5166,15.9416,56.25,85,78,20.04,IT,2023-01-18 03:16:11
520,Altamira,-3.2033,-52.2064,71.69,98,100,0.78,BR,2023-01-18 03:16:11
521,Pyrzyce,53.1462,14.8926,33.15,85,92,3.36,PL,2023-01-18 03:16:12
522,Srednekolymsk,67.45,153.6833,-37.21,97,100,5.46,RU,2023-01-18 03:16:13
523,Nawabganj,24.5911,88.271,60.57,44,0,5.95,BD,2023-01-18 03:16:13
524,Yabrud,33.9674,36.6574,37.63,74,0,3.02,SY,2023-01-18 03:16:14
525,Esso,55.9333,158.7,4.8,93,100,4.79,RU,2023-01-18 03:16:15
526,Sena Madureira,-9.0656,-68.6569,71.8,95,66,2.26,BR,2023-01-18 03:16:15
527,Imbituba,-28.24,-48.6703,77.86,95,100,7.07,BR,2023-01-18 03:16:17
528,Paraiso,9.8383,-83.8656,64.42,96,90,3.06,CR,2023-01-18 03:12:10
529,Sao Joao Da Barra,-21.6403,-41.0511,74.86,91,1,11.41,BR,2023-01-18 03:16:18
530,Saint-Francois,46.4154,3.9054,33.24,93,100,2.3,FR,2023-01-18 03:16:19
531,Koumac,-20.5667,164.2833,75.13,89,100,9.19,NC,2023-01-18 03:16:19
532,Taperoa,-7.2075,-36.8267,70.54,83,54,10.51,BR,2023-01-18 03:16:20
533,Lagoa,39.05,-27.9833,56.48,69,0,12.19,PT,2023-01-18 03:16:21
534,Banjar,-8.19,114.9675,85.15,71,99,3.06,ID,2023-01-18 03:16:21
535,Gushikawa,26.3544,127.8686,62.19,63,100,11.5,JP,2023-01-18 03:16:22
536,Mashhad,36.297,59.6062,28.54,93,100,0.0,IR,2023-01-18 03:16:23
537,Axim,4.8699,-2.2405,78.26,85,43,5.01,GH,2023-01-18 03:16:23
538,Ostersund,63.1792,14.6357,28.85,100,100,8.05,SE,2023-01-18 03:16:24
539,Alofi,-19.0595,-169.9187,87.69,74,75,8.05,NU,2023-01-18 03:16:24
540,Vanimo,-2.6741,141.3028,85.91,63,100,4.74,PG,2023-01-18 03:16:25
541,Bambanglipuro,-7.95,110.2833,80.82,78,100,5.82,ID,2023-01-18 03:16:26
542,Hede,33.7681,120.2517,40.41,41,5,5.88,CN,2023-01-18 03:16:26
543,Ankazoabo,-22.2833,44.5167,69.39,76,38,4.03,MG,2023-01-18 03:16:27
544,Caruray,10.3094,119.0128,82.53,77,100,6.98,PH,2023-01-18 03:16:27
545,Araguaina,-7.1911,-48.2072,71.91,89,91,3.56,BR,2023-01-18 03:16:28
546,Cuamba,-14.8031,36.5372,68.14,97,100,2.08,MZ,2023-01-18 03:16:28
547,Midland,31.9974,-102.0779,63.27,38,100,10.36,US,2023-01-18 03:16:24
548,Adelanto,34.5828,-117.4092,42.89,70,10,12.68,US,2023-01-18 03:14:04
549,Bone,51.9669,12.1396,32.25,84,100,3.87,DE,2023-01-18 03:16:29
550,Ziparion,36.875,27.2042,59.92,67,20,12.66,GR,2023-01-18 03:16:30
551,Coro,11.4045,-69.6734,74.32,89,31,11.56,VE,2023-01-18 03:16:30
552,Tollose,55.6125,11.7703,35.62,86,73,13.0,DK,2023-01-18 03:16:31
553,Magalia,39.8121,-121.5783,38.95,82,8,6.02,US,2023-01-18 03:16:31
554,Crotone,39.0851,17.1178,59.2,70,17,17.98,IT,2023-01-18 03:17:31
555,Mombetsu,44.3525,143.3525,23.02,68,40,2.3,JP,2023-01-18 03:17:32
556,Katobu,-4.9408,122.5276,86.95,61,78,5.06,ID,2023-01-18 03:17:32
557,Palmer,42.1584,-72.3287,41.25,69,100,3.44,US,2023-01-18 03:17:33
558,Kloulklubed,7.0419,134.2556,84.7,76,100,8.99,PW,2023-01-18 03:17:33
559,Saint Anthony,45.0205,-93.218,35.2,87,100,11.5,US,2023-01-18 03:15:19
560,Porto Santo,33.072,-16.3415,59.38,63,40,18.41,PT,2023-01-18 03:17:34
561,Maarianhamina,60.0973,19.9348,37.26,93,75,14.97,AX,2023-01-18 03:17:34
562,Mogok,22.9167,96.5,66.45,39,0,1.86,MM,2023-01-18 03:17:35
563,Tchibanga,-2.85,11.0333,70.25,96,100,0.72,GA,2023-01-18 03:17:35
564,Ornskoldsvik,63.2909,18.7153,32.95,100,100,11.5,SE,2023-01-18 03:17:36
565,Mountain Home,43.133,-115.6912,33.28,84,0,13.8,US,2023-01-18 03:17:36
566,Labuhan,-6.8844,112.2051,81.59,78,100,4.94,ID,2023-01-18 03:17:37
567,Panaba,21.2833,-88.2667,68.45,79,1,10.11,MX,2023-01-18 03:17:37
568,Marang,5.2056,103.2059,84.96,76,96,10.36,MY,2023-01-18 03:16:05
569,Rabo De Peixe,37.8,-25.5833,53.11,71,20,9.22,PT,2023-01-18 03:17:38
570,Khuzdar,27.7384,66.6434,47.5,37,27,3.24,PK,2023-01-18 03:17:38
571,Muzhi,65.3667,64.6667,6.57,94,98,3.98,RU,2023-01-18 03:17:39
572,Poum,-20.2333,164.0167,75.88,89,100,18.63,NC,2023-01-18 03:17:39
573,Baraya,3.1533,-75.0531,70.16,83,74,5.46,CO,2023-01-18 03:17:39
574,Yeppoon,-23.1333,150.7333,82.18,71,56,19.06,AU,2023-01-18 03:17:40
575,Moerai,-22.4333,-151.3333,79.14,80,6,9.51,PF,2023-01-18 03:17:40
576,Mairi,-11.7114,-40.1489,67.46,95,59,5.01,BR,2023-01-18 03:17:41
577,Carutapera,-1.195,-46.02,74.89,90,99,5.84,BR,2023-01-18 03:17:41
578,Sudislavl,57.8817,41.7083,26.22,94,100,11.27,RU,2023-01-18 03:17:42
579,Andapa,-14.65,49.65,67.3,97,100,3.02,MG,2023-01-18 03:17:42
580,Bose,45.4612,8.0137,33.21,91,26,1.1,IT,2023-01-18 03:17:42
581,Ozark,37.0209,-93.206,54.57,62,100,1.01,US,2023-01-18 03:17:43
582,Hofn,64.2539,-15.2082,24.62,60,0,22.77,IS,2023-01-18 03:17:43
583,Miastko,54.0028,16.9826,31.62,92,94,3.15,PL,2023-01-18 03:17:44
584,Nanortalik,60.1432,-45.2371,26.11,79,100,7.99,GL,2023-01-18 03:17:44
585,Bilibino,68.0546,166.4372,-26.95,97,18,3.51,RU,2023-01-18 03:17:45
586,Khandagayty,50.7333,92.05,9.91,81,32,11.68,RU,2023-01-18 03:17:45
587,Muroto,33.2833,134.15,50.5,69,74,3.0,JP,2023-01-18 03:17:45
588,Uruacu,-14.5247,-49.1408,68.32,92,26,0.94,BR,2023-01-18 03:17:46
589,Akureyri,65.6835,-18.0878,22.93,80,100,10.36,IS,2023-01-18 03:17:46
590,Mulege,26.8833,-111.9833,59.76,56,0,5.21,MX,2023-01-18 03:17:47
591,Ketchikan,55.3422,-131.6461,35.58,93,100,6.91,US,2023-01-18 03:17:47
592,Beyneu,45.3167,55.2,27.59,81,83,10.63,KZ,2023-01-18 03:17:47
